AcresTotal,Age,AgentIDX,AgentStatus,AnnInsurance,AnnMgmtExpenses,AnnualExpenses,AnnualTaxes,AnnualUtilities,ApxLandSqft,ApxLotSize,ApxNetLeaseableSqft,AssetSales,AssociationFee,AVMYN,BathsHalf,BathsTotal,Bedrooms,CapRatePercent,City,CompassSuffix,ConstAndFoundation,County,CrossStreetName,CurrentBldgUse,DateChange,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,EnergyFeatures,ExteriorFeatures,FloodPlainYNU,Floor,GrossIncome,HeatAndCool,HighSchool,HOACOAYN,HomesteadYN,InteriorFeatures,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,NetIncome,NumOfLoadingDocks,OccupancyDesc,OccupantName,OfficeIDX,OfficeStatus,OtherExpenses,OwnerAgentYN,ParcelNumber,Parking,ParkingTotal,PhotoCount,PhotoModificationTimestamp,PoolPresent,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,Rails,RearExposureCode,RoadType,Roof,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,SqFtTotal,StateOrProvince,Stories,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,TotalUnits,UnitNumber,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,YearBuilt,Zoning
.65,,Yes,"- Active",,,,,,28200,120x235,1248,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Block",,,Vacant,2013-05-05,"44E to Hwy 19",,Yes,,,"Outdoor Lighting",Unverified,"Vinyl Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"200+ Amps,220 Voltage,Ceiling - 16ft,Ceiling - Standard,Counters - Laminate,Fire Sprklr - Ovhd All",,"BAYVIEW HOMES CO 1ST ADD TO CRYSTAL RIVER PB 1 PG 34 LOTS 175 TO 178 INCL",No,275504701877,27550470,2013-04-18,1877,,16,2755,047,702577,0,Active,"Excl. Right to Sell",320000,Rectangle,120x235,,2013-05-07T16:25:49,,,0,Vacant,,Yes,"- Active",,No,1076943,"Parking Spaces",,13,2013-05-07T16:25:49,,"At Close",34428,,Commercial,"Come and get it! Vacant gas station ready for your new business! Call for more information.",,,State,"Asphalt/Fiberglass Shgl,Rubber Membrane","Sewer - Public,Water - Public",No,"Call List Agent,Vacant","High Speed Internet,Sold As Is",1728,FL,1,NE,"Hwy 19",16,,4846,,,,,2012,"Cash,Conventional",,,No,,No,,,,No,,1989,
.15,,No,"- Active",,,,,,6250,50x125,1595,"Real Estate",0,No,,,,0,Dunnellon,,"Brick,Concrete Block",,,Vacant,2013-05-19,"Hwy 41",,Yes,,,"Entry - Ground Level",Unverified,"Carpet,Vinyl Tile",,"Cool - Central Air,Heat - Central Electirc",,No,No,"220 Voltage,Ceiling - 12ft,Ceiling - Standard,Counters - Laminate",,"SEC 35 TWP 16 RGE 18 PLAT BOOK A PAGE 174 DUNNELLON LOT 559",No,27550470682,27550470,2013-05-19,682,,10,2755,047,703048,0,Active,"Excl. Right to Sell",96900,Flat,50x125,,2013-05-19T20:44:20,0,,0,Vacant,,Yes,"- Active",,No,800813,"Parking Spaces,Private Lot,Public Lot",8,3,2013-05-19T20:44:20,,"At Close",34432,,Commercial,"Downtown Dunnellon! You can't beat this location for your new business! Nice size building with extra large showroom, work area, private office, out door storage and tons of parking with the public parking lot right next door! Make an offer! Owner will consider lease/option owner finance options as well!",,,State,"Asphalt/Fiberglass Shgl,Rubber Membrane","Sewer - Public,Water - Public",No,"Call List Agent,Vacant","Sold As Is",2090,FL,1,S,"Williams Street",11987,,1263,,18,35,16,2011,"Cash,Conventional",1,,No,,No,,,,No,,1978,
1.5,,Yes,"- Active",,,,,,65400,,16143,"Bus. & R.E.",,No,,,,8,Homosassa,,"Concrete Block,Concrete Blk/Stucco,Frame",,,"Office,Office Building,Professional,Other See Remarks",2013-06-11,"Corner of US 19 and CR 490. (Homosassa Trail)",,Yes,,,"Entry - Ground Level",Unverified,"Other See Remarks",,"Cool - Central Electric,Heat - Central Electirc",,No,,Elevator,,"AK #'s 1123577, 1123585, 2373172",No,27550591305,27550591,2012-05-04,305,,21,2755,059,355355,1,Active,"Excl. Right to Sell",1771000,"2+ Lots,Corner Lot",,,2013-06-11T13:35:10,,,,Tenant,,Yes,"- Active",,No,1123577,"Drive - Blacktop,Drive - Shared,Parking Spaces",,8,2013-06-11T13:33:09,,Negotiable,34446,,Commercial,"US 19 COMMERCIAL CORNER W/ TRAFFIC LIGHT.  This 1.5 acre corner has three income producing buildings and is located on one of Citrus County's busier intersections...County streets on all four sides of this unique property.  Bldg. 1  fronts US  19 and has over 5,600 Sq. Ft.,  Bldg. 2 is an 8 Unit office building w/ over 8,700 Sq. Ft., and Bldg. 3 is a self-serve car wash w/ visibility from US 19.",,,"County,State","Other See Remarks","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent","Other See Remarks",16310,FL,2,S,"Suncoast Blvd.",3899,Homosassa,17495,,,,,2011,"Cash,Conventional",,,No,,,,,,No,,1974,
4,,Yes,"- Active",,,,,,174676,"4 acres",15600,"Real Estate",,,,,,10,Hernando,,"Steel,Foundation - Slab",,"Hwy 41","Distributor,Light Industrial,Heavy Industrial,Manufacturing,Office Building,Warehouse",2013-03-29,"Hwy 41 North to Overdrive Circle (just south of 491).",,Yes,,"Programmable Thermostat","Entry - Ground Level,Fence - Chain,Landscape - Partial,Lawn Sprinklers,Outdoor Lighting",No,"Carpet,Concrete",,"Cool - Central Air,Heat - Heat Pump",,No,No,"Ceiling - 24+ft,Ceiling - Standard,Counters - Laminate,Elec - Other",,"Citrus Industries Industrial Park Lot 1",No,275506101068,27550610,2009-03-09,1068,,08,2755,061,332999,0,Active,"Excl. Right to Sell",1300000,"Acreage,Flat,Rectangle","4 acres",,2013-04-16T13:03:22,,,2,Owner,,Yes,"- Active",,No,2573015,"Drive - Paved,Private Lot,Truck Parking",,2,2013-04-16T13:03:22,,"At Close,Negotiable",34442,,Commercial,"Like new industrial building located just off state hwy.  Move in ready.  Excellent investment opportunity. 2400 sq ft of office space along w/13200 sq ft of warehouse space.  2 loading docks & 2 grade level overhead doors.  25 ft ceiling.  2 paint booths.  Security fenced and gated.  Relocate your business today.",No,S,County,"Metal,Other See Remarks","Sewer - Septic Private,Water - Private Well",No,"Alarm,Appointment Only,Call List Agent,Lister Accompany,Owner Occupied",Survey,16225,FL,1,E,Overdrive,1250,,9483.41,,19,32,17,2008,"Cash,Conventional,Lease Option/Purchase,Other See Remarks",1,,No,,No,,,,No,,1995,
4,,Yes,"- Active",,,,,,176101,300x536,15000,"Real Estate",,No,,,,0,Hernando,,Steel,,"41N or Skeeter Terr","Light Industrial,Heavy Industrial,Manufacturing,Warehouse,Vacant",2013-04-09,"Just west of intersection of 486 (Norvell Bryant) & 41N.",,Yes,,"Programmable Thermostat,Solar Tinted Windows","Entry - Ground Level",No,"Concrete,Vinyl Tile",,"Cool - Central Air,Heat - Heat Pump",,No,No,"440 Voltage,Ceiling - Vaulted,Elec - 3 Phase",,"See Deed",No,275506101068,27550610,2011-06-06,1068,,08,2755,061,349608,0,Active,"Excl. Right to Sell",649900,Acreage,300x536,,2013-04-09T13:55:09,,,2,Vacant,,Yes,"- Active",,No,3229922,"Drive - Blacktop,Paved Area,Unpaved Area",,6,2013-01-14T19:00:45,,Negotiable,34442,,Commercial,"Large 15000 sq/ft Industrial Building with 20 ft ceilings, 3 phase available.  County water/sewer available.  2 loading wells, grade level door, large lot for storage & parking.  Lease or option also available.  Flexible zoning. Currently divided in to two spaces. Tenant in one side. Occupy one side and generate income from the other.",,S,County,"Other See Remarks","Sewer - Public,Water - Public",No,"Appointment Only,Call List Agent,Vacant","Brighthouse Cable,High Speed Internet,Title Insurance",15000,FL,1,E,"Norvell Bryant Hwy",3464,,6360.79,,19,26,18,2010,"Cash,Conventional,Lease Option/Purchase",1,,No,,,,,,No,,1986,
.77,,Yes,"- Active",,,,2564,,33750,,2750,"Real Estate",,No,,,,0,Inverness,,"Concrete Blk/Stucco,Foundation - Slab",,"Inverness Blvd.","Automotive,Service Station",2013-04-09,"From Downtown Inverness take 41S to property just south of Inverness Blvd. (Dollar General) on the right.",,Yes,,,"Entry - Ground Level",No,Concrete,,"Cool - None,Heat - None",,No,No,"Ceiling - Vaulted",,"INVERNESS HGLDS SOUTH PB 3 PG 51 LOTS 23, 24, 25, 26, 27, 10 5, 106, 107, 108, & 109 BLK 200 TITLE IN OR BK 1407 PG 15 76",No,275506101068,27550610,2013-01-07,1068,,06,2755,061,700109,0,Active,"Excl. Right to Sell",249900,"2+ Lots,Flat,Rectangle",,,2013-05-31T18:31:34,,,,Owner,"Triple M Auto Service",Yes,"- Active",,No,3121400,"Drive - Blacktop,Paved Area",,7,2013-05-31T18:31:35,,"At Close",34450,,Commercial,"Block Building on just over 3/4 acres located along busy Hwy 41 in Inverness. The building is presently a service station however it could be used for many uses and the large lot would allow for expansion. Contact for details. Adjoining parcels also available. Highly visible.",,W,"County,State","Built Up","Sewer - Septic Private",No,"Appointment Only,Call List Agent,No Sign,Owner Occupied","Other See Remarks",2750,FL,1,S,Florida,3190,"Inverness Highlands South",2563.62,,,,,2012,"Cash,Conventional",1,,No,,No,,,,No,,1982,
.38,,Yes,"- Active",,,,,,16778,.38,1152,"Bus. & R.E.",,No,,,,0,Brooksville,,Manuf/Modular,,Howell,Church,2013-03-05,"Hwy 98, (L) Yontz to end, (R) Howell, (L) Brook, see sign on right",,Yes,,,"Handicap Modified",No,Carpet,,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard",,"North Brook, Blk A, Lots 5&6",No,27550591263,27550591,2012-06-18,263,,27,2755,059,356093,1,Active,"Excl. Right to Sell",29900,"2+ Lots,Non-Waterfront",.38,,2013-05-07T19:21:27,,,,Vacant,,Yes,"- Active",,No,0007316,"Drive - Unpaved",,12,2013-01-22T18:38:39,,"At Close",34601,,Commercial,"Nice manufactured building with 1152 square feet, located on 2 lots, corner location, was being used as a church, still has pews, 2 bathrooms, small kitchen area,",,,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private",No,"Lockbox Call","Sold As Is",1152,FL,1,,Brook,1325,,309,,,,,2011,Cash,1,,No,http://www.homesandland.com/unbrandedEZTour?19805748&EZTourId=2291172&width=720&height=540,Yes,,,,No,,1972,
2,,Yes,"- Active",,,,,,90000,500x180,1818,"Real Estate",,No,,,,0,"Crystal River",,"Concrete Block",,,"Other See Remarks",,"Hwy 44E, (L) Cmar Pt, to end",,Yes,,,"Entry - Ground Level",Yes,"Carpet,Vinyl",,"Cool - Wall/Window,Heat - Wall/Window",,No,No,"Ceiling - Standard,Counters - Laminate,Fireplace - Wood",,"A.J. Swansons Sunshine Park, Lots 12,13,14,15&16 Blk A, Except S 200 Ft",No,27550591263,27550591,2013-03-15,263,,23,2755,059,701704,1,Active,"Excl. Right to Sell",99900,"2+ Lots",500x180,,2013-03-15T19:24:36,,,,Tenant,,Yes,"- Active",,No,1082447,"Boat Parking,RV Parking,Truck Parking",,13,2013-03-15T19:24:36,,"At Close",34429,,Commercial,"General commercial zoning!!  3 bedroom 2 bath block home on 2 acres, currently rented for $600 per month, pond on property, located next door to American Plumbing,",,,Unpaved,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Appointment Only","Brighthouse Cable,Pets Allowed,Sold As Is,Withlacooche Electric",1818,FL,1,N,"Cmar Point",2258,"AJ Swansons Sunshine Park",1723,,,,,2012,"Cash,Conventional",1,,No,,,,,,No,Pond,1981,
.24,,Yes,"- Active",0,0,,0,0,0,64x160,0,Business,0,,,,,0,Inverness,,"Concrete Block,Frame",,,Automotive,2011-08-11,"486 to 41 south, past HRS building on right to building on corner of Carl Street.",No,Yes,,,"Fence - None",No,,,"Cool - Wall/Window,Heat - None",,No,No,"220 Voltage",,"See Alt Key #2406836 (Lengthy)",No,27552100283,27552100,2011-08-11,283,,07,2755,210,350630,0,Active,"Excl. Right to Sell",250000,"Corner Lot,Sloped",64x160,,2012-08-17T19:40:31,0,,0,Owner,,Yes,"- Active",,No,2406836,"Drive - Blacktop,Drive - Shared,Paved Area",,5,2012-08-17T19:40:31,,"At Close",34453,,Commercial,"Fantastic opportunity for the aspiring mechanic.  Own your own business and building  Turnkey automotive, muffler, and towing shop, including tools, equipment and tow truck. Has 3 bays, one for larger vehicles with lift. 2 standard bays for general automotive repair, one has lift. All this and a great location.",,W,"Paved,State","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well,Water - Shared Well",No,"Call List Office,Confidential Call Office","Sold As Is,Sumter Electric",1054,FL,1,N,"Highway 41",2115,"Not in Subdivision",877.57,,20,7,19,2010,"Cash,Conventional",,,No,,No,No,No,,No,,1965,
1.41,,Yes,"- Active",,,,,,57000,"150 x 380",15475,"Real Estate",0,No,,,,0,"Crystal River",,"Brick,Concrete Block",,,"Retail,Self Storage",2013-01-21,"44 West to South on Suncoast Blvd to Property on the Right.",,Yes,,,"Fence - Chain",Unverified,Concrete,,"Cool - Central Air,Heat - Central Electirc",,No,No,"200+ Amps,220 Voltage",,"H LEWIS UNREC SUB LOTS 1,2,3,4,5,6,7,& 8 BLK 1 DESC AS: (SEE TAX APPRAISER FOR FULL LEGAL)",No,275505912168,27550591,2011-08-22,2168,,17,2755,059,350776,1,Active,"Excl. Right to Sell",524900,"2+ Lots","150 x 380",,2013-01-21T19:39:49,0,,0,Tenant,,Yes,"- Active",,No,1102219,"Drive - Paved,Parking Spaces",30,24,2011-08-22T20:03:23,,Negotiable,34429,,Commercial,"Great Business Opportunity! 7475 Square Feet of Office and Retail Space. This building is currently  split into three separate leased spaces with the potential to have four to six separate leased spaces. Also included are two mini storage buildings at 4000 square each. Each mini storage building contains twenty 10 X 20 storage units. The storage portion of property is fenced with gate. The buildings are located on a 1.41 acre lot that is right on Suncoast Blvd (Hwy 19) in Crystal River. VERY HIGH VISIBILITY AREA!",No,W,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Public",No,"Appointment Only,Call List Agent,Call List Office","Seller Prop Disclosure",15475,FL,1,N,"Suncoast Blvd",802,,8557.96,,17,34,18,2012,"Cash,Conventional",44,,No,,,,,,No,,1981,
1.08,,Yes,"- Active",,,,,,47000,,4112,"Real Estate",0,No,,,,0,Inglis,,"Concrete Block",,,"Vacant,Other See Remarks",2012-12-13,"19 N TO RIGHT ON HWY 40 E, APPROX 5 MILES TO BUILDING ON YOUR RIGHT",,Yes,,,"Fence - Partial,Fence - Wood",Unverified,Concrete,,"Cool - None,Heat - None",,No,No,"Ceiling - 8ft",,"Sec: 33, TWP: 16, RNG: 17, 33-16-17 Backwater Farmsites Tract in Lot 17 Desc as Comm NW Cor Lot 17 for POB Run 178.27 Ft, N 282.25 Ft, SW 236.41 Ft",No,275505912168,27550591,2012-12-12,2168,,25,2755,059,359546,1,Active,"Excl. Right to Sell",82000,"Corner Lot,Irregular",,,2012-12-13T18:16:28,0,,,Vacant,,Yes,"- Active",,No,0840500,"Drive - Gravel,Parking Spaces",,24,2012-12-13T18:14:56,,"At Close",34449,,Commercial,"4112 SQ. FT. COMMERCIAL BLDG WITH HWY FRONTAGE ON ROUTE 40 IN INGLIS. THIS BUILDING IS A SHELL AND IS WAITING FOR A NEW OWNER TO DESIGN AND BUILD IT OUT TO MAKE IT BEAUTIFUL AGAIN. THE POSSIBILITIES ARE ENDLESS. ZONED STORES, AND RETAIL. THIS PROPERTY ALSO COULD POSSIBLY BE A NICE LOUNGE LOCATED DIRECTLY ON HWY 40 BETWEEN DUNNELLON & YANKEETOWN. BEING SOLD AS IS WITH RIGHT TO INSPECT. PARCEL INCLUDED IN SALE:0840500000. ADDITIONAL PARCEL .62 ACRE VACANT LOT BEHIND BUILDING (PARCELL # 08410000100) ALSO AVAILABLE FOR ADDITIONAL PRICE OF $12,000.",,,"County,Paved",Metal,"Sewer - None",No,"Appointment Only,Call List Agent,Lockbox Call","Sold As Is",4112,FL,1,E,"Highway 40",10550,,2288,,,,,2011,"Cash,Conventional",,,No,,,,,,No,,1965,
.29,,Yes,"- Active",,,,,,12500,"100 x 125",920,"Real Estate",,No,,,,0,"Crystal River",,"Frame,Wood Siding,Foundation - Crawl Space",,"NE 3rd Ave",Vacant,2012-10-22,"Hwy 19 to South onto NE 3rd Ave. to East onto NE 2nd Street to home on North side of SE 2nd St.",,Yes,,,"Landscape - Full,Shed/Utility Bldg,Trees,Window - Sgl. Hung",Unverified,"Vinyl,Wood",,"Cool - Wall/Window",,No,No,"Ceiling - Standard,Counters - Laminate,Elec - Single Phase,Fire Sprklr - None,Fireplace - None,Inside Laundry",,"BAYVIEW HOMES CO 1ST ADD TO CRYSTAL RIVER PB 1 PG 34 LOTS 80 & 81 DESC IN OR BK 929 PG 668",No,275560702178,27556070,2012-10-17,2178,,12,2755,607,358410,0,Active,"Excl. Right to Sell",59000,"2+ Lots,Flat,Non-Waterfront,Rectangle","100 x 125",,2013-05-13T14:53:04,,,,Vacant,,Yes,"- Active",,No,1076579,"Drive - Unpaved,Private Lot,Unpaved Area",,10,2012-10-22T17:17:20,,"At Close",34429,,Commercial,"Commercially zoned CG 2 bedroom 2 bath building, most recently used as residential, but would be a perfect location for a hair salon, barber shop, attorney office or any type of small business. The possibilities are endless.  Located on high traffic area in downtown Crystal River. The Commercial property next door with a 624 sq ft. building at the corner of NE 2ND St and NE 3RD Ave is also available for sale, buy all 3 lots and 2 buildings for $120,000.",,,Paved,"Asphalt/Fiberglass Shgl","Sewer - Public,Water - Public",No,"Call List Office,Lockbox Call,Vacant","Brighthouse Cable,Seller Prop Disclosure,Sold As Is",920,FL,1,NE,"2nd St",313,"Bayview Homes",1390.05,,17,21,18,2012,"Cash,Conventional",,,No,,,,,,No,,1950,
4.5,,Yes,"- Active",,,,,,196000,"200 X 600 & 140 X 230 per CCPA",4000,"Real Estate",0,No,,,,0,Inverness,,"Foundation - Slab",,Parkside,"Retail,Warehouse",,"From Inverness go North on US Hwy 41, to property on left, across the street from Inverness Middle School.",,Yes,,,"Fence - Partial,Trees",Unverified,Concrete,,"Cool - Other",,No,No,"Ceiling - Standard",,"LENGTHY SEE AK 17929521 & 1729530",No,275514301402,27551430,2012-08-21,1402,,08,2755,143,357257,0,Active,"Excl. Right to Sell",349000,"Flat,Rectangle","200 X 600 & 140 X 230 per CCPA",,2013-02-12T21:03:44,0,,,Tenant,,Yes,"- Active",,No,1729521,"Drive - Paved,Drive - Unpaved,Parking Spaces",,9,2012-09-12T20:09:38,,Negotiable,34453,,Commercial,"Prime commercial site with 4.5 acres +/- with approx. 340 ft. frontage on high-traffic US Hwy 41 N.  High traffic count at 17,300 cars/day.  4000 sq. ft. metal warehouse is at rear of property and has paved parking.  It is currently rented month-to-month as a thrift shop, and the land is currently rented month-to-month to a mobile home dealer.  Mobile homes and business are NOT included.  Property is in Inverness City Limits with WELL and SEPTIC.  Will consider owner financing with 25% down and 5-year balloon.",,W,"Federal,Paved",Metal,"Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Call List Agent,Lockbox Call","Progress Energy",4000,FL,1,N,"US Hwy 41",1825,,8802.79,,20E,07,19S,2011,"Cash,Owner Finance",,,No,,No,,,0,No,,1979,
.33,,Yes,"- Active",,,,,,16876,"135 X 105",0,"Real Estate",0,No,,,,0,Inverness,,"Foundation - Slab",,SALLY,Vacant,2013-02-09,"Hwy 44 Gulf to lake East to L on Arlene L on Suzie property on the Right.",,Yes,,,Trees,No,Concrete,,"Cool - None,Heat - None",,No,No,"Elec - 3 Phase",,"INVERNESS HGLDS UNIT 9 PB 2 PG 175 LOTS 19,20,21,22,23,24,&25 BLK 142",No,27554910542,27554910,2013-02-09,542,,08,2755,491,700915,0,Active,"Excl. Right to Sell",65500,"Corner Lot,Rectangle","135 X 105",,2013-02-09T15:39:11,0,,0,Vacant,,Yes,"- Active",,No,1660220,Storage,5,5,2013-02-09T15:39:11,,"At Close",34453,,Commercial,"Golden opportunity to have a building to exspand  a business, or have your oun building to store your car collection.Site has a poured concreit slab so all you need is a metal building built to fit your needs. This will save you thousands of dollars. Owners have over $25,000 invested in this site.Located just off the Gulf to Lake Highway.This property is priced to sell, and in a great area, an investment that will only increase in value. Call today to jump on this one.",No,S,County,"Other See Remarks","Sewer - Septic Private",No,"Go There","Owner Owns Property",0,FL,1,E,SUZIE,3470,"Inverness Highlands",477,,,,,2012,"Cash,Conventional,FHA",0,,No,,No,,,0,No,,2013,
1.2,,Yes,"- Active",,,,,,86000,irregular,5246,"Real Estate",,No,,,,6,Inverness,,"Concrete Blk/Stucco",,"Arbor Street","Club House",2012-12-05,"44W TO LEFT ON 581 TO LEFT ON ARBOR TO LEFT ON LITTLE AL TO LAST BLDG ON RIGHT",,Yes,,"Attic Fan","Door - Dbl. Entry,Entry - Ground Level,Fence - Chain,Fence - Partial,Landscape - Partial,Pasture,Trees",No,"Carpet,Vinyl",,"Cool - Central Air,Heat - Central Electirc",,No,No,"Ceiling - Standard,Counters - Laminate,Counters - Pass Thru,Decorator Lights",,"Inverness Hglds. West pb5 pg 44 s 40ft of lot 7 blk 447 lengthy legal see attachment",No,27550470384,27550470,2011-11-23,384,,06,2755,047,352415,0,Active,"Excl. Right to Sell",175000,"Acreage,Flat",irregular,,2013-05-06T14:01:50,,,,Owner,,Yes,"- Active",,No,2498170,"Drive - Blacktop,Parking Spaces,Paved Area,Private Lot,Unpaved Area",,21,2013-05-06T14:01:50,,"At Close",34452,,Commercial,"BLDG HAS MANY USES.ANY AND ALL MUST BE CLEARED WITH COUNTY. PRESENTLY A NOT FOR PROFIT CLUB. SET UP WITH 2 OFFICES,LARGE STORAGE BLDG, COMM SIZE KITCHEN,STORAGE ROOM, OUTSIDE SHED,FENCED AREA AT BACK OF BUILDING.",,E,"County,Paved","Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Private Well",No,"Appointment Only,Call List Agent","Owner Owns Property,Progress Energy,Seller Prop Disclosure,Survey",5256,FL,1,S,"Little Al Pt.",4325,"Inverness Highlands West",100,,20e,30,19s,2011,"Cash,Conventional",,,No,,No,,,,No,,1985,
.28,,Yes,"- Active",,,,,,12500,100x125,1220,"Real Estate",,No,,,,5,"Crystal River",,"Frame,Hardyplank,Foundation - Crawl Space",,"3RD avenue",Vacant,2013-01-26,"44w TO LEFT ON 19 TO RIGHT ON 3RD ST CROSS OVER 3RD AVE TH HOUSE ON LEFT SIDE SEE SIGN",,Yes,,,"Entry - Multi Level,Fence - Partial,Handicap Modified,Shed/Utility Bldg,Window - Jalousie,Window - Sgl. Hung",Unverified,"Carpet,Laminate",,"Cool - Wall/Window,Heat - Other",,No,No,"100 Amps,Ceiling - 8ft,Ceiling - Standard,Counters - Laminate,Elec - 3 Phase,Utility Living Area",,"BAYVIEW HOMES CO 1ST ADD TO CRYSTAL RIVER PB 1 PG 34 LOTS 73 & 74",No,27550470384,27550470,2013-01-24,384,,16,2755,047,700553,0,Active,"Excl. Right to Sell",58900,"2+ Lots",100x125,,2013-05-24T16:51:20,,,0,Vacant,,Yes,"- Active",,No,3338487,"Drive - Paved,Drive - Unpaved,Parking Spaces",4,15,2013-01-26T15:04:57,,"At Close",34429,,Commercial,"NEAR HUNTER SPRINGS WITH COMMERCIAL/RESIDENTIAL ZONING LIVE HERE RUN YOUR BUSINESS FROM SAME LOCATION. GREAT FOR SMALL OFFICE, ANTIQUE SHOP,GIFT SHOP,MANY OPTIONS CHECK WITH CRYSTAL RIVER CITY ZONING FOR SPECIFICS. PRESENTLY SET UP AS 2 BDRM 2 BATH WITH 2 CARPORTS,SCREEN ROOM STORAGE SHED AND MORE.",No,S,"County,Paved",Metal,"Sewer - Public,Water - Public",No,"Call List Office,Lockbox Call,Vacant","Brighthouse Cable,Lead Paint Disclosure,Owner Owns Property,Seller Prop Disclosure,Small Pets Allowed,Sold As Is",1220,FL,1,NE,"3rd street",326,"Bayview Homes",1278,,,,,2012,"Cash,Conventional",1,,No,,No,,,0,No,,1966,
.34,,Yes,"- Active",,,,,,20070,.34,570,"Real Estate",,No,,,,0,Dunnellon,,Frame,,,Vacant,2011-08-30,"Hwy 41N, property on right before Bridge in Dunnellon.",,Yes,,,"Other See Remarks",Unverified,"Other See Remarks",,"Cool - None",,No,No,"Ceiling - 8ft,Elec - Other",,"See Altkeys 1199298 & 1199301",No,275597201520,27559720,2011-08-30,1520,,12,2755,972,350919,0,Active,"Excl. Right to Sell",79500,"Corner Lot",.34,,2012-10-19T23:50:15,,,,Vacant,,Yes,"- Active",,No,1199298,"Unpaved Area",,1,2012-10-19T23:46:55,,"At Close",34431,,Commercial,"Great Location In Town Dunnellon, high Traffic Count with 115 ft Frontage on Hwy 41 and it is a Corner Lot with Sidewalk across the front. Older building on site. Many possible uses, office, retail,builders model.",,,State,"Asphalt/Fiberglass Shgl","Sewer - Septic Private,Water - Other",No,"Call List Agent,Go There,Vacant","Progress Energy,Survey",570,FL,1,N,"Hwy 41/N Fla Ave",12397,"Town of Dunnellon",71.51,,18,35,16,2011,"Cash,Lease Option/Purchase,Owner Finance",1,,No,,,,,,No,,1960,
.04,,Yes,"- Active",,,,,,1625,,715,"Real Estate",,No,,,,0,Dunnellon,,"Brick,Concrete Block,Concrete Blk/Stucco",,,"Office,Professional,Retail",2012-08-06,"DOWNTOWN DUNNELLON, 1 BLOCK FROM INTERSECTION OF HWY 41 (WILLIAMS ST) AND CR 484 (PENNSYLVANNIA AVENUE) ON THE EAST SIDE OF 41",,Yes,,,"Fence - None",No,"Concrete,Vinyl",,"Cool - Central Air,Heat - Central Electirc",,No,,"Ceiling - 8ft",,"LENGTHY - IN OFFICE FILE - SEE MARION CTY PROP APP PARCEL ID#3380-0562-01",No,275527301521,27552730,2012-08-06,1521,,20,2755,273,356922,0,Active,"Excl. Right to Sell",95000,Rectangle,,,2013-06-01T15:01:48,,,,Vacant,,Yes,"- Active",,Yes,3380056,"Public Lot,Unpaved Area",,7,2012-08-06T20:25:27,,"At Close",34432,,Commercial,"EXCELLENT LOCATION ON MAIN HIGHWAY THROUGH HISTORIC DISTRICT OF THE CITY OF DUNNELLON. 2 LARGE ROOMS AND RESTROOM. WOOD LAMINATE FLOORING AND TILED RESTROOM. SPACE IN REAR FOR PRIVATE OR PUBLIC PARKING ALONG WITH LARGE PUBLIC PARKING LOT RIGHT NEXT DOOR! GREAT OPPORTUNITY FOR A GREAT PRICE. (OWNER IS LIC FL BROKER)",,,"Federal,Paved","Other See Remarks","Sewer - Public,Water - Public",No,"Call List Agent,Key in Office","Sold As Is",715,FL,1,,"S. WILLIAMS STREET",12009,,1046.11,,,,,2011,"Cash,Conventional,Lease Option/Purchase",,,No,,,,,,No,,1956,
