AcresTotal,AgentIDX,AgentStatus,ApxLotSize,AssociationFee,AvailableUtilities,AVMYN,Buildings,City,CommunityAmenities,CompassSuffix,CondoFeeIncludes,County,CrossStreetName,DateChange,DateDeleted,Directions,DisplayFlagAddress,DisplayFlagListing,ElementarySchool,Fencing,FloodPlainYNU,HighSchool,HOACOAYN,HomesteadYN,LandUseDesc,LeaseYN,LegalDescription,LenderOwnedYN,ListAgentAgentID,ListAgentOfficeID,ListDate,ListingAgentID,ListingAgentName,ListingArea,ListingBoardID,ListingFirmID,ListingID,ListingOfficeID,ListingStatus,ListingType,ListPrice,LotDescription,LotDimensions,MiddleSchool,ModificationTimestamp,MonthlyDuesDol,OfficeIDX,OfficeStatus,OnSiteUtilities,OwnerAgentYN,ParcelNumber,PhotoCount,PhotoModificationTimestamp,Possession,PostalCode,PropertySubType,PropertyType,PublicRemarks,RearExposureCode,Restrictions,RoadFrontage,RoadType,SewerAndWater,ShortSaleYN,Showing,SpecialInfo,StateOrProvince,StatusChangeDate,StreetDirPrefix,StreetName,StreetNumber,Subdivision,TaxAmount,TaxID,TaxRange,TaxSectionCode,TaxTownship,TaxYear,TermsAvailable,VarDualRateCommYN,VirtualTourURL,VirtualTourYN,VOWAVMYN,VOWCommentsYN,WaterFrontage,WaterFrontPresent,WaterType,Zoning
.45,Yes,"- Active",.45,1050,"Cable TV,Natural Gas,Public Water,Sewer,Telephone",No,None,Hernando,"Bike Path,Billiard Room,Exercise Room,Golf Course,Hot Tub/Spa,Lighted Tennis",,,,,,,"Hwy 486 to Terra Vista follow road around circle to the left, past community center, Make next Left",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"HILLSIDE PB 16 PG 26 LOT 29 TITLE IN OR BK 1278 PG 1974",No,275596003532,27559600,2012-09-01,3532,,08,2755,960,357502,0,Active,"Excl. Right to Sell",75000,"Other See Remarks",.45,Lecanto,2012-09-06T19:29:50,0,Yes,"- Active",None,No,3118053,1,2012-09-06T19:29:50,"At Close",34442,,"Vacant Land","Area of lovely homes with access to all of the amenities Terra Vista has to offer. An upscale gated golf community . Come build your dream home and enjoy all of the world class amenities that this gated community has to offer. Ride your golf cart to the 3 golf courses close by as well as the beautiful tennis facility. Exercise in the state-of-the-art swim & activity center then go to the fine dining center for dinner. All of this sets the stage for endless fun. Citrus Hills Construction exclusive build.",,"Deed Restrictions",,"Paved,Private","Sewer - Public,Water - Public",No,"Call List Office,Vacant","Brighthouse Cable,DSL,Golf Community,High Speed Internet,Pets Allowed,Restrictions",FL,2012-09-01,W,"Red Sox",202,"Terra Vista",695.16,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
.21,Yes,"- Active",.21,1161,"Cable TV,Electric-Progress Energy,Propane,Public Water,Sewer,Telephone",No,None,Hernando,"Bike Path,Billiard Room,Clubhouse,Exercise Room,Golf Course,Hot Tub/Spa,Lighted Tennis",,,,,,,"From Hwy 486 turn onto Terra Vista Blvd (front gate), make (R) onto Skyview Crossing Dr. Make second (L) onto Silver Meadow Loop, lot is on (R) at the corner.",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"WOODVIEW VILLAS I PB 16 PG 149 LOT 36",No,275596003532,27559600,2013-05-01,3532,,08,2755,960,702754,0,Active,"Excl. Right to Sell",25000,"Corner Lot",.21,Lecanto,2013-05-06T14:59:30,155,Yes,"- Active",None,No,3118209,2,2013-05-06T14:59:30,"At Close",34442,,"Vacant Land","Beautiful corner lot in Prestigious gated community of Terra Vista.Come build your dream home and enjoy all of the world class amenities that this gated community has to offer. Citrus Hills Construction exclusive builder.",,"No RVs,Deed Restrictions",,"Paved,Private","Sewer - Public,Water - Public",No,"Call List Office,No Sign,Vacant","Brighthouse Cable,DSL,Golf Community,High Speed Internet,Pets Allowed,Restrictions",FL,2013-05-01,W,"Silver Meadow Loop",994,"Terra Vista",267.57,,,,,2012,"Cash,Conventional",No,,,No,No,,No,,
.91,Yes,"- Active",.91,1415,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Telephone,Underground",No,None,Hernando,"Bike Path,Billiard Room,Exercise Room,Golf Course,Hot Tub/Spa,Lighted Tennis",,,,,2013-05-06,,"From 486 enter through the front gate. Take Terra Vista Road then left onto Fenway",Yes,Yes,,,No,,Yes,No,"Single Family Residential",,"HAMPTON HILLS FIRST ADD PB 15 PG 121 LOT 7",No,275596003532,27559600,2013-05-01,3532,,08,2755,960,702752,0,Active,"Excl. Right to Sell",159000,"Other See Remarks",.91,Lecanto,2013-05-06T14:58:37,0,Yes,"- Active",None,No,2776021,2,2013-05-06T14:58:37,"At Close",34442,,"Vacant Land","Nearly one acre  home site awaits your dream home. Area of lovely homes with access to all of the amenities Terra Vista has to offer. Citrus Hills Construction exclusive build.",,"No RVs,Deed Restrictions",,"Paved,Private","Sewer - Public,Water - Public",No,"No Sign","Brighthouse Cable,Golf Community,High Speed Internet,Pets Allowed,Restrictions",FL,2013-05-06,W,Fenway,545,"Terra Vista",1292.31,,,,,2012,"Cash,Conventional",No,,,No,No,,No,,
1,Yes,"- Active",150X,125,"Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Telephone,Underground",No,None,Hernando,"Bike Path,Golf Course",,,,,2012-09-06,,"Rt. #486 to Annapolis, to Hartford and turn left to Man of War, turn right, south and lot is on your left!",Yes,Yes,,None,No,,Yes,No,"Single Family Residential",,"CLEARVIEW ESTS PB 13 PG 57 LOTS 3 & 4 BLK 4",No,275521003541,27552100,2012-08-24,3541,,08,2755,210,357299,0,Active,"Excl. Right to Sell",47500,Sloped,150X,,2012-09-06T14:42:52,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Natural Gas,Public Water,Telephone,Underground",No,3476148,1,2012-08-24T19:43:54,"At Close",34442,,"Vacant Land","Beautiful location, terrific elevation, central location all on a one acre lot in the unique subdivision of Clearview Estates of Citrus Hills.  Easy access to Rts. #486 and St Rt. #44., great shopping and convenience access, enjoy this unique property and its beautiful rolling terrain as you build your ""dream"" home"" in one of the ""Top Fifty Communities"" in North America.  All of this is available for an immediate close for the right buyer!",,"Deed Restrictions",150,"County,Paved","Sewer - Septic Private,Water - Public",No,"Go There,Vacant","Brighthouse Cable,Golf Community,High Speed Internet,Pets Allowed,Progress Energy,Restrictions,Title Insurance",FL,2012-09-06,N,"Man-O-War Dr",1471,"Clearview Est.",0,,19,33,18,2011,"Cash,Conventional",No,,No,No,No,,No,,
.3,Yes,"- Active",72X181,0,"Cable TV,Electric-WRE,Public Water,Sewer,Telephone,Underground",No,None,"Crystal River","Billiard Room,Clubhouse,Gazebo,Lighted Tennis,Near Shopping,Play Area,Shuffleboard,Tennis Court(s)",,,,"N McVicar",2013-05-16,,"From HWY US19 and HWY 44 in Crystal River, take HWY44 east, left on HWY 486, right on N Meadowcrest Blvd, left on McVicar Rd, left on N Wembley Dr and lot on left(see sign).",Yes,Yes,,None,Unverified,,Yes,No,"Single Family Residential",,"MEADOWCREST SINGLE FAMILY 4TH ADD PB 14 PG 49 LOT 25 BLK H",No,275508623242,27550862,2012-06-14,3242,,23,2755,086,356136,2,Active,"Excl. Right to Sell",12500,"Flat,Non-Waterfront,Room for Pool",72X181,,2013-06-10T20:28:04,70,Yes,"- Active",None,No,2603232,12,2012-06-22T03:38:14,"At Close",34429,,"Vacant Land","A high & dry lot in Hillcrest Village of Meadowcrest, a well planned developing community with great homes, lake, gazebo, tennis courts, pools, and club-house. Centrally located in the county, home-owners in this subdivision enjoy the easy access to fishing, golfing, shopping and dining. This lot is clear with few trees at the back and on the two sides. A very nice lot to build your dream home.",N,"Deed Restrictions",72,"County,Paved","Sewer - Public,Water - Public",No,"Go There","Brighthouse Cable,High Speed Internet,Pets Allowed,Seller Prop Disclosure,Withlacooche Electric",FL,2013-06-10,N,"Wembley Drive",1711,Meadowcrest,226.23,,18E,30,18S,2011,"Cash,Conventional",No,,No,No,No,,No,,
2.06,Yes,"- Active",300X300,0,Overhead,No,None,Dunnellon,,,,,,2013-05-16,,"North Citrus Springs Blvd take W. Dunklin St. Right on Husky Ave, left on Osmond Ln, right on Spaniel Ter, & lot on left.",Yes,Yes,,None,Unverified,,No,No,"Mobile Home,Single Family Residential",,"EIGHTEEN OAKS SUB UNREC TRACT 14&15 DESRC AS: TRACT 14 CONTAINING 1.03 ACRE.& 15 CONTAINING 1.03 ACRE TITLE IN OR BK 615 PG 1951 SEE ALT KEY# 1451779",No,275508623242,27550862,2012-05-28,3242,,12,2755,086,355850,2,Active,"Excl. Right to Sell",25000,"Acreage,Room for Pool,Wooded",300X300,,2013-05-16T15:54:33,0,Yes,"- Active",None,No,1451779,3,2012-06-05T21:48:56,"At Close",34433,,"Vacant Land","This nice, wooded, and dry 2+ acre lot is consist of 2 tracks in a quiet neighborhood. Seller is very motivated. So make an offer and build your dream home with plenty of privacy here.",,,,"Private,Unpaved","Sewer - Other,Water - Needs Well",No,"Go There","Pets Allowed,Seller Prop Disclosure",FL,2013-05-16,N,"Spaniel Ter",9356,"Eighteen Oaks",195.47,,18E,18,17S,2011,"Cash,Conventional",No,,No,No,No,,No,,
5.48,Yes,"- Active","450 X 531",0,"Cable TV,Electric-Progress Energy,Telephone",No,None,Homosassa,,,,,,,,"Parcel is in Homosassa on east side of HWY19 , approximately 1/2 mile north of HWY98 and 1 mile south of main entrance to Sugarmill Woods( see sign).",Yes,Yes,,,Unverified,,No,No,Commercial,,"US19 NO3 ADDN PB2 PG123 LOT7,8,9,10,11,12,13,14& 15 BLKH EXC RD R/W DESC IN OR BK804 PG1767",No,275508623242,27550862,2013-04-30,3242,,22,2755,086,702984,2,Active,"Excl. Right to Sell",350000,"Acreage,Flat,Wooded","450 X 531",,2013-05-16T14:48:49,0,Yes,"- Active",Overhead,No,1182174,5,2013-05-16T14:48:49,"At Close",34446,,"Vacant Land","450"" road frontage vacant commercial land on US HWY19 near developed community of Sugarmill Woods and close to intersection of US HWY98. It locates between newly open super Walt-Mart and shopping complex with Bank, Walgreen's, Publix & other stores. US HWY98 has exit for Suncoast Parkway - major thoroughfare from Citrus County to Tampa. Parcel has great development potential.",E,,450,"Paved,State","Sewer - None",No,"Go There",,FL,2013-04-30,S,"Suncoast Blvd",9115,,3039.52,,,,,2012,"Cash,Conventional",No,,No,No,No,,No,,
1.16,Yes,"- Active","324 X 156",230,"Electric-WRE,Overhead,Telephone",No,None,"Crystal River","BBQ Area,Gazebo,Near Shopping",,,,"Larue Denise",2013-03-29,,"From Crystal River down town, take HWY 19 N, right on Larue Denise Dr, left on Pamondeho Cir, and lot is on the left (see sign).",Yes,Yes,,,Unverified,,Yes,,"Mobile Home,Single Family Residential",,"SPRING RUN OF CRYSTAL RIVER UNREC SUB LOTS 40&41 DESCR AS:LOT40:COM AT NW COR OF NE1/4OF SEC5-18-17TH N 88DEG 58M 11S...SEE ALT KEY# 2653647",No,275508623242,27550862,2013-03-26,3242,,12,2755,086,701977,2,Active,"Excl. Right to Sell",46000,"Flat,Rectangle,Waterfront,Wooded","324 X 156","Crystal River",2013-03-29T17:17:10,0,Yes,"- Active",Overhead,No,2653647,12,2013-03-29T05:23:28,"At Close",34428,,"Vacant Land","If you are looking for a nice waterfront lot to build your dream home, this is it! Fishing right in your private back yard, canoeing peacefully in the spring fed fresh water pond, and entertaining with family and friends in the B-B-Q area where there are beautiful water-view back ground and a larger pavilion with lots of seats. This flat lot positions high and dry with 324 waterfront footage and consists of two building lots. It locates in a small well-maintained community.",S,"Deed Restrictions",324,"Paved,Private","Sewer - Septic Private,Water - Needs Well",No,"Go There","Seller Prop Disclosure",FL,2013-03-29,W,"Pamondeho Circle",10301,"Spring Run",299.66,,,,,2012,"Cash,Conventional",No,,No,No,No,324,Yes,"Fresh Water Canal,Pond,Water Access",
.52,Yes,"- Active",117X195,70,"Electric-WRE,Public Water,Septic Sewer",No,None,Inverness,"Near Shopping",,,,BROOKHAVEN,,,"FROM 44 TURN ONTO CROFT LEFT ONTO NEWHAVEN CORNER OF BROOKHAVEN",Yes,Yes,,,Unverified,,Yes,No,"Single Family Residential",,"CELINA HILLS PB 12 PG 30 LOT 30 BLK E",No,275504703725,27550470,2012-10-26,3725,,08,2755,047,358626,0,Active,"Excl. Right to Sell",14900,"Corner Lot,Rectangle",117X195,,2012-10-26T17:39:14,0,Yes,"- Active",None,No,2317744,6,2012-10-26T17:39:14,,34453,,"Vacant Land","CORNER LOT IN CELINA HILLS CONVINIENT TO SHOPPING AND DINING",,"Deed Restrictions",117,Paved,"Sewer - None",No,"Go There",,FL,2012-10-26,,NEWHAVEN,2314,"Celina Hills",188.64,,,,,2012,Cash,No,,,No,No,,No,,
.5,Yes,"- Active",,85,"Electric-Progress Energy",No,None,Inverness,"Clubhouse,Golf Course,Tennis Court(s)",,,,,2013-02-04,,"HWY 486 to South of Annapolis to left on Hartford to RZT on Spend A Buck to left on Allegrie to lot on right",Yes,Yes,,,Unverified,,Yes,,"Single Family Residential",,"Cambridge Greens of Citrus Hills 1st ADD PB14 PG 68 LOT 6 BLK 18",No,275539503250,27553950,2012-01-11,3250,,08,2755,395,353184,0,Active,"Excl. Right to Sell",59000,"Flat,Rectangle,Room for Pool",,,2013-06-04T13:07:40,0,Yes,"- Active","Public Water",No,2606851,2,2013-06-04T13:07:40,"30 Days,At Close",34453,,"Vacant Land"," Very rare lot in exclusive Cambridge Greens of Citrus Hills. This is a CHARTER lot that allows you to use your own builder and there is no time frame for building on the lot. Lot is high and has nice views.Home site has also a Citrus Hills Membership  allowing access to all amenities . Build  your dream  home here!",,"Deed Restrictions",,,"Sewer - Public,Water - Public",No,"Go There",,FL,2013-02-04,,"E Allegrie Dr",1508,"Cambridge Greens/Citrus Hills",227.52,,,,,2011,"Cash,Conventional,Owner Finance",No,,,Yes,Yes,,No,,
.29,Yes,"- Active","85 X 180",,None,No,None,Homosassa,,,,,"Riverhaven Drive",2013-05-28,,"19N to Halls River Road to right on Riverhaven Drive to right on Waterway. Lot on the right.",Yes,Yes,,None,Unverified,,No,,"Single Family Residential",,"Riverhaven VLG Replat of PT PB 11 PG 126 LOT 30 BLK 45",No,275539503250,27553950,2012-07-02,3250,,19,2755,395,356331,0,Active,"Excl. Right to Sell",28000,"Flat,Rectangle,Room for Pool","85 X 180",,2013-06-04T13:03:19,,Yes,"- Active",None,No,1974909,3,2013-06-04T13:03:19,"At Close",34448,,"Vacant Land","Seller would consider an offer. It is a very pretty 85 X 180 partially wooded lot in a neighborhood of nice homes,across the street from waterfront.This property has been surveyed by Geohazards, Inc. They did a sonar and auger boring samples and all is good. The seller has a copy of the complete report.Near wild life park and shopping area. Great place for your future home!",,,85,County,"Sewer - None,Water - Public",No,"Go There,Vacant",,FL,2013-05-28,W,"Waterway Dr.",11787,"Riverhaven Village",409.63,,,,,2011,"Cash,Conventional",No,,,No,No,,No,,
.2,Yes,"- Active","71 X 120",135,None,No,None,Homosassa,"Clubhouse,Exercise Room,Golf Course,Near Shopping,Tennis Court(s)",,,,,2012-11-26,,"98 SR West, right on Greenpark  Blvd, left on Poppy St  to Poppy Ct cul-de-sac",Yes,Yes,,None,Unverified,,Yes,,"Single Family Residential",,"Sugarmill Woods Oak Vlg PB 10 PG 10 Lot 15 Blk 230",No,275539503250,27553950,2012-09-25,3250,,22,2755,395,357866,0,Active,"Excl. Right to Sell",9000,"Cul-de-Sac,Flat,Greenbelt","71 X 120",,2013-03-04T15:36:09,0,Yes,"- Active",None,No,2224100,1,2012-09-25T20:00:50,"At Close",34446,,"Vacant Land","FANTASTIC lot in golf community on a quiet cul- de-sac surrounded by larger pool houses - build your dream home and enjoy the wonderful Florida lifestyle! Great location close to Tampa International airport, Orlando and Gulf of Mexico beaches. Bring your OFFER!!! ",,"Deed Restrictions",,Paved,"Sewer - Public,Water - Public",No,"Go There","Golf Community,Progress Energy",FL,2013-03-04,,"Poppy Ct",30,"Sugarmill Woods",259.72,,,,,2011,"Cash,Conventional",No,,,Yes,Yes,,No,,
.25,Yes,"- Active","71/100 x 120/120",95,None,No,None,Homosassa,"Clubhouse,Exercise Room,Golf Course,Near Shopping,Tennis Court(s)",E,,,"Elder Drive",2013-02-04,,"Cypress Blvd E lefr on Corkwood Blvd left on Elder Dr right on Eder Ct E, see sign",Yes,Yes,,None,Unverified,,Yes,No,"Single Family Residential",,"SUGARMILL WOODS CYPRESS VLG PB 81 LOT 16 BLK 66",No,275539503250,27553950,2012-11-20,3250,,22,2755,395,359158,0,Active,"Excl. Right to Sell",9000,"Cul-de-Sac,Flat,Greenbelt","71/100 x 120/120",,2013-05-28T15:14:48,0,Yes,"- Active",None,No,1546982,1,2013-05-28T15:14:48,"At Close",34446,,"Vacant Land"," Wonderful lot in golf community on a quiet cul- de-sac with larger pool houses nearby- build your dream home and enjoy the wonderful Florida lifestyle! Great location close to Tampa International airport, Orlando and Gulf of Mexico beaches. Bring your OFFER!!!",,"Deed Restrictions",,Paved,"Sewer - None,Sewer - Public,Water - Public",No,"Go There",,FL,2013-05-28,,"Elder Ct",8,"Sugarmill Woods",184.84,,,,,2012,"Cash,Conventional",No,,No,Yes,Yes,,No,,
.64,Yes,"- Active","226X123 / 100 X120",95,"Cable TV,Electric-Progress Energy,Public Water,Sewer,Telephone,Underground",No,"Other See Remarks",Homosassa,"Clubhouse,Exercise Room,Golf Course,Near Shopping,Tennis Court(s)",E,,,"Shumard Ct N",2013-06-04,,"US 19 to W Cypress Blvd, Right on Cypress Circle, Right on Shumard Ct E , corner lot with Shumard Ct N",Yes,Yes,,None,Unverified,,Yes,No,"Single Family Residential",,"SUGARMILL WOODS CYPRESS VLG PB 9 PG 86 LOT 1 BLK 104",No,275539503250,27553950,2013-05-30,3250,,22,2755,395,703296,0,Active,"Excl. Right to Sell",10000,"Corner Lot,Cul-de-Sac,Flat,Greenbelt,Room for Pool,Wooded","226X123 / 100 X120",,2013-06-04T12:59:16,0,Yes,"- Active","Cable TV,Electric-Progress Energy,Sewer,Telephone,Underground",No,1557151,1,2013-06-03T14:51:36,"At Close",34446,,"Vacant Land","Beautiful oversized corner building lot on a private cul-de-sac in golf course community Sugarmill Woods. All utilities are in and the lot is ready to build on! Perfect for a side entry garage without extra expense on the driveway. Great location,close to shopping, golfing, medical offices, 45 minute to Tampa International Airport on Suncoast Parkway.     ",,"Deed Restrictions",226,"County,Paved","Sewer - Public,Water - Public",No,"Go There,Vacant","Golf Community,HOA Approval,HOA Disclosure,Pets Allowed,Progress Energy,Restrictions",FL,2013-06-04,,"Shumard  Ct",12,"Sugarmill Woods",192.87,,,,,2012,"Cash,Conventional",No,,,Yes,Yes,,No,,
1.16,Yes,"- Active","165 X 305",,None,No,None,"Floral City",,,,,,2012-08-10,,"Hwy 41 S. to Floral City left on Derby Oaks Dr. go to end curve left to property on left.",Yes,Yes,,,No,,No,No,"Mobile Home,Single Family Residential",,"Derby Oaks PB 8 PG 107 Lot 27 BLK A",No,275508603728,27550860,2012-06-28,3728,,05,2755,086,356290,0,Active,"Excl. Right to Sell",17900,"Flat,Rectangle","165 X 305",,2012-08-10T16:36:20,,Yes,"- Active",None,No,1864704,6,2012-06-30T17:36:51,,34436,,"Vacant Land","Beautiful 1.16 acre property flat and ready to build on or set your Modular/mobile on.  You will feel like your in the country; it's peaceful and quiet.  Just south of the Floral City park, Where the Citrus County Strawberry Festival is held; and where the kids of all ages can play.",W,,165,,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2012-08-10,S,"Appaloosa Ave.",10330,"Derby Oaks",282.99,,20,27,20,2011,Cash,No,,,No,No,,No,,
.32,Yes,"- Active","100' X 140'",,None,No,None,Inverness,,,,,"Turner Camp Rd.",2012-12-20,,"From court house take main st. to a RT on Line Ave. to your first LT on Tompkins St. go a few blocks to a RT on Ella Ave. which becomes Turner Camp Rd. go a 2 miles to a RT on Sunset Rd. lot on RT.",Yes,Yes,,,No,,No,No,"Single Family Residential",,"AZALEA ISLAND LOT 9 BLK B & LOT B9 DESC IN OR BK 172 PG 56",No,275508603728,27550860,2012-12-19,3728,,07,2755,086,359639,0,Active,"Excl. Right to Sell",13500,Rectangle,"100' X 140'",,2013-06-06T01:16:06,,Yes,"- Active",None,No,1732590,5,2012-12-20T19:57:33,,34450,,"Vacant Land","This is a great lot if you want to be by the water and not pay waterfront prices.  This property is only two lots away from the tranquil Little Henderson Lake. Real nice area for you to build your next home.",,,,,"Sewer - Public,Water - Public",No,"Call List Agent,Call List Office,Go There",,FL,2013-06-05,,Sunset,507,"Azalea Island",187.07,,,,,2012,Cash,No,,No,Yes,No,,No,,
1,Yes,"- Active","142 X 305",,None,No,None,"Floral City",,,,,,2012-08-10,,"From Inverness take hwy 41 South to a left turn on E Derby Oaks Dr. property on left.",Yes,Yes,,,No,,No,No,"Mobile Home,Single Family Residential",,"Derby OAKS UNIT 2 PB 11 PG 135 LOT 2 BLK 2",No,275508603728,27550860,2012-06-28,3728,,05,2755,086,356286,0,Active,"Excl. Right to Sell",17900,"Flat,Rectangle","142 X 305",,2012-08-10T16:36:00,,Yes,"- Active",None,No,1968313,7,2012-06-30T17:42:13,,34436,,"Vacant Land","Now this is living! Beautiful 1 acre property flat and ready to build on or set your Modular/mobile on.  You will feel like your in the country; it's peaceful and quiet.  Just south of the Floral City park. Where the Citrus County Strawberry Festival is held; and where the kids of all ages can play.",,,,,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2012-08-10,E,"Derby Oaks Dr.",7651,"Derby Oaks",241.5,,20,28,20,2011,Cash,No,,,No,No,,No,,
.27,Yes,"- Active","207 X 100",,None,No,None,Inverness,,,,,,,,"From Inverness go to LF on E. Gulf To Lake Hwy Property on LF before you get to gospel Island Rd.",Yes,Yes,,,Yes,,No,,"Single Family Residential",,"HICKORY HILL RETS UNIT 3 PB 3 PG 82 LOTS 1 & 2 BLK 8",No,275508603728,27550860,2013-04-20,3728,,02,2755,086,702429,0,Active,"Excl. Right to Sell",45000,"2+ Lots,Water Access,Waterfront,Wooded","207 X 100",,2013-04-20T15:55:26,,Yes,"- Active",None,No,1739446,4,2013-04-20T15:55:26,,34450,,"Vacant Land","Beautiful Waterfront property. Great location close to shopping, restaurants, and medical facilities. Build your new home here and live the Florida lifestyle by fishing, skiing, and boating on the Big Lake Henderson, which you will have access to.  If you would like more land you can buy the adjoining lots. call for a price.",,,,,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2013-04-20,E,"Gulf to Lake Hwy",9131,"Hickory Hill Retreats",378.6,,,,,2012,Cash,No,,No,Yes,No,,Yes,,
4.71,Yes,"- Active","333 X 617",,None,No,None,Hernando,,,,,,,,"From Inverness go hwy 41 N to Hwy 200 N. to RT on E. Stokes Ferry Rd. to LF on River Rd. to property on RT.",Yes,Yes,,,Yes,,No,,"Mobile Home,Single Family Residential",,"THE S1/2 OF THE SW1/4 OF THE NE1/4 OF THE SE1/4 LESS & EXCEPT THE W 50 FT THEREOF FOR RD R/W SUBJ TO EASEMENTS OF RECORD DESCR IN O R BK 447 PG 786 &",No,275508603728,27550860,2013-04-22,3728,,11,2755,086,702446,0,Active,"Excl. Right to Sell",35000,"Acreage,Flat,Rectangle","333 X 617",,2013-04-22T13:40:16,,Yes,"- Active",None,No,1706025,3,2013-04-22T13:40:16,,34442,,"Vacant Land","If you want to get away from it all this land is for you. Beautiful peaceful area close to the river for fishing and boating.  If you want more than Five Acres no problem you can purchase the adjoining lots up to 16 Acres.",,,,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-04-22,E," RIVER RD.",5642,"Not in Subdivision",639.49,,,,,2012,Cash,No,,,Yes,No,,No,,
.91,Yes,"- Active","150 X 265",,None,No,None,"Floral City",,,,,Withlapopka,,,"From Inverness go Hwy 41 South to Floral City go LF on Hwy 48 to LF on Trails End to LF on Withlapopka to LF on Hillcrest property on RT.",Yes,Yes,,,Unverified,,No,,"Single Family Residential",,"WITHLAPOPKA ISLANDS UNIT 5 UNREC SUB LOT 9 BLK 130: COM AT SE COR OF W1/2 OF NE1/4 OF SEC 7-20-21, TN N 0 DEG 38M W AL E LN OF W1/2 OF NE1/4 1780.32 F",No,275508603728,27550860,2013-04-12,3728,,04,2755,086,702268,0,Active,"Excl. Right to Sell",6000,"Flat,Wooded","150 X 265",,2013-04-12T19:08:30,,Yes,"- Active",None,No,1892082,2,2013-04-12T19:08:30,,34436,,"Vacant Land","Those who want seclusion, privacy, and peace this is the lot for you. It's dry, flat, and ready to build on.",,,,Unpaved,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2013-04-12,,Hillcrest,11421,"Withlapopka Island",81.62,,,,,2012,Cash,No,,,Yes,No,,No,,
.24,Yes,"- Active","76 X 136",,None,No,None,Inverness,,,,,,2013-04-20,,"From Inverness go to LF on E. Gulf To Lake Hwy Property on LF before you get to gospel Island Rd.",Yes,Yes,,,Yes,,No,,"Single Family Residential",,"HICKORY HILL RETS UNIT 3 PB 3 PG 82 LOTS 1 & 2 BLK 8",No,275508603728,27550860,2013-04-20,3728,,02,2755,086,702430,0,Active,"Excl. Right to Sell",29900,"2+ Lots,Water Access,Waterfront,Wooded","76 X 136",,2013-04-20T16:09:59,,Yes,"- Active",None,No,1739454,8,2013-04-20T16:09:59,,34450,,"Vacant Land","Beautiful Waterfront property. Great location close to shopping, restaurants, and medical facilities. Build your new home here and live the Florida lifestyle by fishing, skiing, and boating on the Big Lake Henderson, which you will have access to.  If you would like more land you can buy the adjoining lots. call for a price.",,,,,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2013-04-20,E,"Gulf to Lake Hwy",9201,"Hickory Hill Retreats",466.91,,,,,2012,Cash,No,,No,Yes,No,,Yes,,
.24,Yes,"- Active","72 X 160",,None,No,None,Inverness,,,,,,,,"From Inverness go to LF on E. Gulf To Lake Hwy Property on LF before you get to gospel Island Rd.",Yes,Yes,,,Yes,,No,,"Single Family Residential",,"HICKORY HILL RETS UNIT 3 PB 3 PG 82 LOTS 4 BLK 8",No,275508603728,27550860,2013-04-20,3728,,02,2755,086,702436,0,Active,"Excl. Right to Sell",29900,"2+ Lots,Water Access,Waterfront,Wooded","72 X 160",,2013-04-21T00:54:59,,Yes,"- Active",None,No,1739455,6,2013-04-21T00:54:59,,34450,,"Vacant Land","Beautiful Waterfront property. Great location close to shopping, restaurants, and medical facilities. Build your new home here and live the Florida lifestyle by fishing, skiing, and boating on the Big Lake Henderson, which you will have access to.  If you would like more land you can buy the adjoining lots. call for a price.",,,,,"Sewer - Septic Private,Water - Private Well",No,"Go There,Vacant",,FL,2013-04-20,E,"Gulf to Lake Hwy",9201,"Hickory Hill Retreats",466.91,,,,,2012,Cash,No,,No,Yes,No,,Yes,,
2.35,Yes,"- Active","166 X 617",,None,No,None,Hernando,,,,,,2013-04-22,,"From Inverness go hwy 41 N to Hwy 200 N. to RT on E. Stokes Ferry Rd. to LF on River Rd. to property on RT.",Yes,Yes,,,Yes,,No,,"Mobile Home,Single Family Residential",,"THE S1/2 OF N1/2 OF SW1/4 OF NE1/4 OF SE1/4 OF SEC 30 EXCEPT THE W 50 FT THEREOF FOR RD R/W DESCR IN O R BK 425 PG 749 & OR BK 1883 PG 1420",No,275508603728,27550860,2013-04-22,3728,,11,2755,086,702447,0,Active,"Excl. Right to Sell",21000,"Acreage,Flat,Rectangle","166 X 617",,2013-04-22T14:04:15,,Yes,"- Active",None,No,1706033,3,2013-04-22T13:47:20,,34442,,"Vacant Land","If you want to get away from it all this land is for you. Beautiful peaceful area close to the river for fishing and boating.  If you want more than Five Acres no problem you can purchase the adjoining lots up to 16 Acres.",,,,,"Sewer - None,Water - Needs Well",No,"Go There,Vacant",,FL,2013-04-22,E," RIVER RD.",5646,"Not in Subdivision",505.72,,,,,2012,Cash,No,,,Yes,No,,No,,
